Year,Event,AverageWeight
1996,Boxing Men's Flyweight,51.0
1996,Boxing Men's Heavyweight,90.66666666666667
1996,Boxing Men's Light-Flyweight,48.4
1996,Boxing Men's Light-Heavyweight,81.35483870967742
1996,Boxing Men's Light-Middleweight,71.56666666666666
1996,Boxing Men's Light-Welterweight,64.09375
1996,Boxing Men's Lightweight,60.53333333333333
1996,Boxing Men's Middleweight,75.17241379310344
1996,Boxing Men's Super-Heavyweight,103.05882352941177
1996,Boxing Men's Welterweight,67.53125
1996,"Canoeing Men's Canadian Doubles, 1,000 metres",79.74193548387096
1996,"Canoeing Men's Canadian Doubles, 500 metres",79.13513513513513
1996,"Canoeing Men's Canadian Doubles, Slalom",71.93103448275862
1996,"Canoeing Men's Canadian Singles, 1,000 metres",81.16666666666667
1996,"Canoeing Men's Canadian Singles, 500 metres",85.05882352941177
1996,"Canoeing Men's Canadian Singles, Slalom",73.26666666666667
1996,"Canoeing Men's Kayak Doubles, 1,000 metres",84.36363636363636
1996,"Canoeing Men's Kayak Doubles, 500 metres",84.62790697674419
1996,"Canoeing Men's Kayak Fours, 1,000 metres",85.890625
1996,"Canoeing Men's Kayak Singles, 1,000 metres",81.8913043478261
1996,"Canoeing Men's Kayak Singles, 500 metres",84.98076923076923
1996,"Canoeing Men's Kayak Singles, Slalom",73.13636363636364
1996,"Canoeing Women's Kayak Doubles, 500 metres",66.29032258064517
1996,"Canoeing Women's Kayak Fours, 500 metres",67.38
1996,"Canoeing Women's Kayak Singles, 500 metres",67.0
1996,"Canoeing Women's Kayak Singles, Slalom",58.36
1996,"Cycling Men's 1,000 metres Time Trial",83.85
1996,"Cycling Men's Individual Pursuit, 4,000 metres",75.375
1996,Cycling Men's Individual Time Trial,70.16216216216216
1996,"Cycling Men's Mountainbike, Cross-Country",67.425
1996,Cycling Men's Points Race,71.51851851851852
1996,"Cycling Men's Road Race, Individual",70.47368421052632
1996,Cycling Men's Sprint,85.20833333333333
1996,"Cycling Men's Team Pursuit, 4,000 metres",73.76119402985074
1996,"Cycling Women's Individual Pursuit, 3,000 metres",60.916666666666664
1996,Cycling Women's Individual Time Trial,57.77777777777778
1996,"Cycling Women's Mountainbike, Cross-Country",54.84
1996,Cycling Women's Points Race,62.21052631578947
1996,"Cycling Women's Road Race, Individual",58.17391304347826
1996,Cycling Women's Sprint,67.76923076923077
1996,Diving Men's Platform,65.84615384615384
1996,Diving Men's Springboard,69.5925925925926
1996,Diving Women's Platform,51.2962962962963
1996,Diving Women's Springboard,51.47826086956522
1996,"Equestrianism Mixed Dressage, Individual",66.45
1996,"Equestrianism Mixed Dressage, Team",66.48484848484848
1996,"Equestrianism Mixed Jumping, Individual",71.15789473684211
1996,"Equestrianism Mixed Jumping, Team",71.12857142857143
1996,"Equestrianism Mixed Three-Day Event, Individual",67.42857142857143
1996,"Equestrianism Mixed Three-Day Event, Team",67.22033898305085
1996,"Fencing Men's Foil, Individual",76.825
1996,"Fencing Men's Foil, Team",77.96774193548387
1996,"Fencing Men's Sabre, Individual",78.21052631578948
1996,"Fencing Men's Sabre, Team",78.03125
1996,"Fencing Men's epee, Individual",80.6923076923077
1996,"Fencing Men's epee, Team",81.93103448275862
1996,"Fencing Women's Foil, Individual",59.39393939393939
1996,"Fencing Women's Foil, Team",59.43333333333333
1996,"Fencing Women's epee, Individual",60.8625
1996,"Fencing Women's epee, Team",60.09090909090909
1996,Football Men's Football,74.67932489451476
1996,Football Women's Football,59.608247422680414
1996,Gymnastics Men's Floor Exercise,62.285714285714285
1996,Gymnastics Men's Horizontal Bar,62.68181818181818
1996,Gymnastics Men's Horse Vault,62.38202247191011
1996,Gymnastics Men's Individual All-Around,62.39784946236559
1996,Gymnastics Men's Parallel Bars,62.52272727272727
1996,Gymnastics Men's Pommelled Horse,62.53488372093023
1996,Gymnastics Men's Rings,62.50588235294118
1996,Gymnastics Men's Team All-Around,62.04477611940298
1996,Gymnastics Women's Balance Beam,42.58536585365854
1996,Gymnastics Women's Floor Exercise,42.666666666666664
1996,Gymnastics Women's Horse Vault,42.42168674698795
1996,Gymnastics Women's Individual All-Around,42.355555555555554
1996,Gymnastics Women's Team All-Around,41.52777777777778
1996,Gymnastics Women's Uneven Bars,42.47126436781609
1996,Handball Men's Handball,91.40666666666667
1996,Handball Women's Handball,68.01052631578948
1996,Hockey Men's Hockey,76.43283582089552
1996,Hockey Women's Hockey,60.23300970873787
1996,Judo Men's Extra-Lightweight,62.04
1996,Judo Men's Half-Heavyweight,100.43478260869566
1996,Judo Men's Half-Lightweight,66.77272727272727
1996,Judo Men's Half-Middleweight,80.31818181818181
1996,Judo Men's Heavyweight,115.52380952380952
1996,Judo Men's Lightweight,72.26315789473684
1996,Judo Men's Middleweight,88.82608695652173
1996,Judo Women's Extra-Lightweight,49.5
1996,Judo Women's Half-Heavyweight,72.4375
1996,Judo Women's Half-Lightweight,52.35294117647059
1996,Judo Women's Half-Middleweight,61.888888888888886
1996,Judo Women's Heavyweight,101.07142857142857
1996,Judo Women's Lightweight,56.94444444444444
1996,Judo Women's Middleweight,68.05555555555556
1996,Modern Pentathlon Men's Individual,72.6923076923077
1996,Rhythmic Gymnastics Women's Group,44.319148936170215
1996,Rhythmic Gymnastics Women's Individual,46.44117647058823
1996,Rowing Men's Coxed Eights,89.62025316455696
1996,Rowing Men's Coxless Fours,92.0
1996,Rowing Men's Coxless Pairs,91.88888888888889
1996,Rowing Men's Double Sculls,89.93939393939394
1996,Rowing Men's Lightweight Coxless Fours,72.08928571428571
1996,Rowing Men's Lightweight Double Sculls,72.45161290322581
1996,Rowing Men's Quadruple Sculls,92.23913043478261
1996,Rowing Men's Single Sculls,91.07894736842105
1996,Rowing Women's Coxed Eights,72.31147540983606
1996,Rowing Women's Coxless Pairs,72.82608695652173
1996,Rowing Women's Double Sculls,70.4
1996,Rowing Women's Lightweight Double Sculls,60.18518518518518
1996,Rowing Women's Quadruple Sculls,73.55555555555556
1996,Rowing Women's Single Sculls,73.3125
1996,Sailing Men's One Person Dinghy,93.48
1996,Sailing Men's Two Person Dinghy,68.28070175438596
1996,Sailing Men's Windsurfer,68.64102564102564
1996,Sailing Mixed Multihull,73.70967741935483
1996,Sailing Mixed One Person Dinghy,79.0
1996,Sailing Mixed Three Person Keelboat,89.67272727272727
1996,Sailing Mixed Two Person Keelboat,97.01282051282051
1996,Sailing Women's One Person Dinghy,63.57692307692308
1996,Sailing Women's Two Person Dinghy,61.111111111111114
1996,Sailing Women's Windsurfer,60.18
1996,"Shooting Men's Air Pistol, 10 metres",79.05263157894737
1996,"Shooting Men's Air Rifle, 10 metres",75.425
1996,Shooting Men's Double Trap,88.07575757575758
1996,"Shooting Men's Free Pistol, 50 metres",79.23529411764706
1996,"Shooting Men's Rapid-Fire Pistol, 25 metres",77.73809523809524
1996,"Shooting Men's Running Target, 10 metres",80.11764705882354
1996,Shooting Men's Skeet,83.71428571428571
1996,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",75.79166666666667
1996,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",76.76744186046511
1996,Shooting Men's Trap,87.7
1996,"Shooting Women's Air Pistol, 10 metres",60.8235294117647
1996,"Shooting Women's Air Rifle, 10 metres",56.26829268292683
1996,Shooting Women's Double Trap,65.44736842105263
1996,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",56.878787878787875
1996,"Shooting Women's Sporting Pistol, 25 metres",58.857142857142854
1996,Softball Women's Softball,65.48192771084338
1996,"Swimming Men's 1,500 metres Freestyle",78.68
1996,Swimming Men's 100 metres Backstroke,79.11428571428571
1996,Swimming Men's 100 metres Breaststroke,79.37142857142857
1996,Swimming Men's 100 metres Butterfly,81.0875
1996,Swimming Men's 100 metres Freestyle,84.27777777777777
1996,Swimming Men's 200 metres Backstroke,77.72413793103448
1996,Swimming Men's 200 metres Breaststroke,78.6
1996,Swimming Men's 200 metres Butterfly,77.57407407407408
1996,Swimming Men's 200 metres Freestyle,81.98214285714286
1996,Swimming Men's 200 metres Individual Medley,80.8125
1996,Swimming Men's 4 x 100 metres Freestyle Relay,84.56557377049181
1996,Swimming Men's 4 x 100 metres Medley Relay,81.78888888888889
1996,Swimming Men's 4 x 200 metres Freestyle Relay,81.88888888888889
1996,Swimming Men's 400 metres Freestyle,78.4074074074074
1996,Swimming Men's 400 metres Individual Medley,78.08333333333333
1996,Swimming Men's 50 metres Freestyle,83.9659090909091
1996,Swimming Women's 100 metres Backstroke,60.48148148148148
1996,Swimming Women's 100 metres Breaststroke,61.5
1996,Swimming Women's 100 metres Butterfly,60.145161290322584
1996,Swimming Women's 100 metres Freestyle,64.71052631578948
1996,Swimming Women's 200 metres Backstroke,60.208333333333336
1996,Swimming Women's 200 metres Breaststroke,59.98529411764706
1996,Swimming Women's 200 metres Butterfly,59.625
1996,Swimming Women's 200 metres Freestyle,65.0
1996,Swimming Women's 200 metres Individual Medley,61.03125
1996,Swimming Women's 4 x 100 metres Freestyle Relay,63.92028985507246
1996,Swimming Women's 4 x 100 metres Medley Relay,62.104651162790695
1996,Swimming Women's 4 x 200 metres Freestyle Relay,62.285714285714285
1996,Swimming Women's 400 metres Freestyle,61.90625
1996,Swimming Women's 400 metres Individual Medley,60.689655172413794
1996,Swimming Women's 50 metres Freestyle,65.29729729729729
1996,Swimming Women's 800 metres Freestyle,61.476190476190474
1996,Synchronized Swimming Women's Team,55.95384615384615
1996,Table Tennis Men's Doubles,70.89795918367346
1996,Table Tennis Men's Singles,71.63461538461539
1996,Table Tennis Women's Doubles,57.276595744680854
1996,Table Tennis Women's Singles,58.645833333333336
1996,Tennis Men's Doubles,78.60655737704919
1996,Tennis Men's Singles,79.14285714285714
1996,Tennis Women's Doubles,60.15384615384615
1996,Tennis Women's Singles,60.61904761904762
1996,Volleyball Men's Volleyball,90.89655172413794
1996,Volleyball Women's Volleyball,71.22641509433963
1996,Water Polo Men's Water Polo,90.58474576271186
1996,Weightlifting Men's Bantamweight,59.7
1996,Weightlifting Men's Featherweight,64.23611111111111
1996,Weightlifting Men's Flyweight,54.93181818181818
1996,Weightlifting Men's Heavyweight I,99.35714285714286
1996,Weightlifting Men's Heavyweight II,106.56521739130434
1996,Weightlifting Men's Light-Heavyweight,83.05
1996,Weightlifting Men's Lightweight,70.68518518518519
1996,Weightlifting Men's Middle-Heavyweight,90.76
1996,Weightlifting Men's Middleweight,77.11805555555556
1996,Weightlifting Men's Super-Heavyweight,138.33333333333334
1996,"Wrestling Men's Bantamweight, Freestyle",59.80952380952381
1996,"Wrestling Men's Bantamweight, Greco-Roman",59.6
1996,"Wrestling Men's Featherweight, Freestyle",64.85714285714286
1996,"Wrestling Men's Featherweight, Greco-Roman",64.05555555555556
1996,"Wrestling Men's Flyweight, Freestyle",54.388888888888886
1996,"Wrestling Men's Flyweight, Greco-Roman",55.22222222222222
1996,"Wrestling Men's Heavyweight, Freestyle",100.10526315789474
1996,"Wrestling Men's Heavyweight, Greco-Roman",102.6842105263158
1996,"Wrestling Men's Light-Flyweight, Freestyle",52.64705882352941
1996,"Wrestling Men's Light-Flyweight, Greco-Roman",52.1764705882353
1996,"Wrestling Men's Light-Heavyweight, Freestyle",91.25
1996,"Wrestling Men's Light-Heavyweight, Greco-Roman",90.8913043478261
1996,"Wrestling Men's Lightweight, Freestyle",69.83333333333333
1996,"Wrestling Men's Lightweight, Greco-Roman",71.0909090909091
1996,"Wrestling Men's Middleweight, Freestyle",84.19047619047619
1996,"Wrestling Men's Middleweight, Greco-Roman",83.57894736842105
1996,"Wrestling Men's Super-Heavyweight, Freestyle",124.72222222222223
1996,"Wrestling Men's Super-Heavyweight, Greco-Roman",123.66666666666667
1996,"Wrestling Men's Welterweight, Freestyle",77.42857142857143
1996,"Wrestling Men's Welterweight, Greco-Roman",77.10526315789474
2000,Archery Men's Individual,76.12698412698413
2000,Archery Men's Team,76.16666666666667
2000,Archery Women's Individual,63.57142857142857
2000,Archery Women's Team,64.19444444444444
2000,"Athletics Men's 1,500 metres",64.6
2000,"Athletics Men's 10,000 metres",58.705882352941174
2000,Athletics Men's 100 metres,73.77173913043478
2000,Athletics Men's 110 metres Hurdles,79.55813953488372
2000,Athletics Men's 20 kilometres Walk,63.59574468085106
2000,Athletics Men's 200 metres,76.19402985074628
2000,"Athletics Men's 3,000 metres Steeplechase",63.23076923076923
2000,Athletics Men's 4 x 100 metres Relay,73.84242424242424
2000,Athletics Men's 4 x 400 metres Relay,74.27397260273973
2000,Athletics Men's 400 metres,74.14925373134328
2000,Athletics Men's 400 metres Hurdles,75.88709677419355
2000,"Athletics Men's 5,000 metres",61.4
2000,Athletics Men's 50 kilometres Walk,65.58928571428571
2000,Athletics Men's 800 metres,69.5
2000,Athletics Men's Decathlon,84.96052631578948
2000,Athletics Men's Discus Throw,117.82222222222222
2000,Athletics Men's Hammer Throw,112.95454545454545
2000,Athletics Men's High Jump,76.94285714285714
2000,Athletics Men's Javelin Throw,95.58333333333333
2000,Athletics Men's Long Jump,76.30188679245283
2000,Athletics Men's Marathon,59.93939393939394
2000,Athletics Men's Pole Vault,80.77777777777777
2000,Athletics Men's Shot Put,125.43243243243244
2000,Athletics Men's Triple Jump,75.85
2000,"Athletics Women's 1,500 metres",52.166666666666664
2000,"Athletics Women's 10,000 metres",49.41463414634146
2000,Athletics Women's 100 metres,58.39506172839506
2000,Athletics Women's 100 metres Hurdles,60.62162162162162
2000,Athletics Women's 20 kilometres Walk,51.91228070175438
2000,Athletics Women's 200 metres,60.10204081632653
2000,Athletics Women's 4 x 100 metres Relay,59.018691588785046
2000,Athletics Women's 4 x 400 metres Relay,60.142857142857146
2000,Athletics Women's 400 metres,58.660377358490564
2000,Athletics Women's 400 metres Hurdles,60.121212121212125
2000,"Athletics Women's 5,000 metres",49.63265306122449
2000,Athletics Women's 800 metres,56.55555555555556
2000,Athletics Women's Discus Throw,89.35483870967742
2000,Athletics Women's Hammer Throw,85.42857142857143
2000,Athletics Women's Heptathlon,64.66666666666667
2000,Athletics Women's High Jump,61.26315789473684
2000,Athletics Women's Javelin Throw,71.82857142857142
2000,Athletics Women's Long Jump,60.05128205128205
2000,Athletics Women's Marathon,48.54716981132076
2000,Athletics Women's Pole Vault,59.86666666666667
2000,Athletics Women's Shot Put,91.56
2000,Athletics Women's Triple Jump,61.074074074074076
2000,Badminton Men's Doubles,74.95454545454545
2000,Badminton Men's Singles,72.05714285714286
2000,Badminton Mixed Doubles,68.77777777777777
2000,Badminton Women's Doubles,62.01923076923077
2000,Badminton Women's Singles,60.575
2000,Baseball Men's Baseball,85.47619047619048
2000,Basketball Men's Basketball,99.63194444444444
2000,Basketball Women's Basketball,73.46478873239437
2000,Beach Volleyball Men's Beach Volleyball,90.41666666666667
2000,Beach Volleyball Women's Beach Volleyball,67.02083333333333
2000,Boxing Men's Bantamweight,53.77777777777778
2000,Boxing Men's Featherweight,57.214285714285715
2000,Boxing Men's Flyweight,50.851851851851855
2000,Boxing Men's Heavyweight,91.0
2000,Boxing Men's Light-Flyweight,48.370370370370374
2000,Boxing Men's Light-Heavyweight,80.78571428571429
2000,Boxing Men's Light-Middleweight,71.32142857142857
2000,Boxing Men's Light-Welterweight,62.96296296296296
2000,Boxing Men's Lightweight,60.44444444444444
2000,Boxing Men's Middleweight,75.44444444444444
2000,Boxing Men's Super-Heavyweight,95.9375
2000,Boxing Men's Welterweight,67.81481481481481
2000,"Canoeing Men's Canadian Doubles, 1,000 metres",79.39285714285714
2000,"Canoeing Men's Canadian Doubles, 500 metres",81.6
2000,"Canoeing Men's Canadian Doubles, Slalom",72.58333333333333
2000,"Canoeing Men's Canadian Singles, 1,000 metres",83.66666666666667
2000,"Canoeing Men's Canadian Singles, 500 metres",83.27777777777777
2000,"Canoeing Men's Canadian Singles, Slalom",73.5625
2000,"Canoeing Men's Kayak Doubles, 1,000 metres",83.63888888888889
2000,"Canoeing Men's Kayak Doubles, 500 metres",85.13157894736842
2000,"Canoeing Men's Kayak Fours, 1,000 metres",86.15384615384616
2000,"Canoeing Men's Kayak Singles, 1,000 metres",83.48387096774194
2000,"Canoeing Men's Kayak Singles, 500 metres",84.96774193548387
2000,"Canoeing Men's Kayak Singles, Slalom",73.21739130434783
2000,"Canoeing Women's Kayak Doubles, 500 metres",65.8076923076923
2000,"Canoeing Women's Kayak Fours, 500 metres",67.35
2000,"Canoeing Women's Kayak Singles, 500 metres",66.29411764705883
2000,"Canoeing Women's Kayak Singles, Slalom",60.2
2000,"Cycling Men's 1,000 metres Time Trial",82.66666666666667
2000,"Cycling Men's Individual Pursuit, 4,000 metres",76.6470588235294
2000,Cycling Men's Individual Time Trial,70.55263157894737
2000,Cycling Men's Keirin,86.35
2000,Cycling Men's Madison,71.07142857142857
2000,"Cycling Men's Mountainbike, Cross-Country",66.44897959183673
2000,Cycling Men's Points Race,70.8695652173913
